Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindSpeed9am,Humidity9am,Pressure9am,Cloud9am,Temp9am,RainToday,RainTomorrow
6/7/15,Moree,5.8,22.3,0,7.2,9.9,ENE,28,E,15,72,1030.2,1,13.6,No,No
6/7/15,Newcastle,7,20.2,0.1,NA,NA,NA,NA,NA,0,95,NA,1,10.8,No,No
6/7/15,NorahHead,11.8,19.8,0,NA,NA,N,35,NNW,7,80,1029.2,NA,16.1,No,No
6/7/15,NorfolkIsland,16.5,19.2,0,3,5.8,E,50,ESE,24,65,1023.4,7,17.7,No,Yes
6/7/15,Penrith,4.6,20.7,0.2,NA,NA,N,15,NA,0,98,NA,NA,6.4,No,No
6/7/15,Richmond,3.2,21.9,0.2,NA,NA,NW,28,NA,0,98,1029.5,8,6.3,No,No
6/7/15,Sydney,9.3,22.6,0,2.2,9.5,NW,24,W,17,89,1029,1,10.8,No,No
6/7/15,SydneyAirport,9.1,22.3,0,2.2,9.5,NNW,26,NW,17,69,1028.9,1,13.2,No,No
6/7/15,WaggaWagga,0.9,15.4,0,0.8,8.7,E,17,E,9,86,1030.1,6,4.9,No,No
6/7/15,Williamtown,5.3,21,2.2,5.2,9.7,NNW,28,NW,15,94,1030.3,1,10.4,Yes,No
6/7/15,Wollongong,12.7,20.2,0,NA,NA,NNW,33,WNW,2,65,1028.1,NA,16.1,No,No
6/7/15,Canberra,-5.5,16.5,0.2,NA,NA,NW,41,NA,0,95,1030.1,NA,0.6,No,No
6/7/15,Tuggeranong,-3,16.1,0,NA,NA,NNW,37,NA,0,99,1029.8,NA,-0.1,No,No
6/7/15,MountGinini,1.5,6.3,0,NA,NA,W,54,WNW,22,64,NA,NA,1.9,No,No
6/7/15,Ballarat,7.2,11.3,0.2,NA,NA,N,59,N,33,99,1025.6,8,7.3,No,No
6/7/15,Bendigo,8.7,13,0,NA,NA,N,30,NNE,13,85,1028.1,7,9.2,No,No
6/7/15,Sale,1.5,18.4,0.2,NA,NA,WNW,44,NNW,11,89,1024.2,5,8.1,No,No
6/7/15,MelbourneAirport,10.1,13,0,4,3,N,85,N,57,76,1023.4,7,11.2,No,No
6/7/15,Melbourne,NA,NA,NA,4,3,N,85,N,57,NA,NA,NA,NA,NA,NA
6/7/15,Mildura,5.2,15.9,0,1.4,7.7,N,33,N,13,83,1027.3,2,9,No,No
6/7/15,Nhil,8.2,16.1,0,NA,NA,NNW,41,N,13,97,1025,NA,9.1,No,No
6/7/15,Portland,11.9,18.3,0,2.6,6.8,NW,59,NNW,31,71,1019,NA,13.2,No,Yes
6/7/15,Watsonia,10.6,13.5,0,4,3,N,69,NNE,19,78,1024.7,7,11.7,No,No
6/7/15,Dartmoor,10.8,18,0,2.6,6.8,NNW,48,N,19,NA,1020.4,NA,12.8,No,No
6/7/15,Brisbane,12.3,22.8,0,3,8.5,SSE,26,SSW,6,69,1028.4,3,17.5,No,No
6/7/15,Cairns,20,26.2,0,7,7.3,SE,48,SSE,20,56,1020.9,6,21.8,No,Yes
6/7/15,GoldCoast,15.2,22.7,1,NA,NA,SSE,44,SSE,24,63,1028.4,NA,18.6,No,No
6/7/15,Townsville,13.8,27,0,7.6,8.2,ESE,48,S,7,46,1022.2,3,21.1,No,No
6/7/15,Adelaide,11.3,17.3,0,NA,NA,N,31,NE,9,60,1024.4,NA,14.4,No,No
6/7/15,MountGambier,10.2,18.1,0,2.6,6.8,NNW,63,N,28,73,1020.1,5,12.3,No,No
6/7/15,Nuriootpa,4.4,16.1,0,1.4,3,NNE,44,NA,0,95,1025.1,7,8.3,No,No
6/7/15,Woomera,6.9,19.4,0,3.4,8.4,N,35,N,13,78,1026.6,0,10.1,No,No
6/7/15,Albany,12.8,18.1,1.4,3.4,2.4,NA,NA,NW,6,85,1023.8,7,13.8,Yes,No
6/7/15,Witchcliffe,11.7,18.9,2.6,NA,NA,SW,28,W,13,99,1025.2,NA,14.6,Yes,No
6/7/15,PearceRAAF,4.8,21,1.2,NA,6.5,S,19,NE,2,92,1025.9,NA,13,Yes,No
6/7/15,PerthAirport,8,21.5,0,2,6.5,WSW,22,NNE,11,79,1026.1,6,13.1,No,No
6/7/15,Perth,9,21.7,0.6,2,6.5,WSW,19,SW,7,84,1026,6,13,No,No
6/7/15,SalmonGums,5.4,20.6,0,NA,NA,W,26,WNW,11,78,NA,NA,12.8,No,No
6/7/15,Walpole,12,19,4.6,NA,NA,W,35,WNW,9,89,1023.6,NA,14,Yes,No
6/7/15,Hobart,10.7,19.8,0.2,1.2,6.2,NW,87,N,9,60,1010.2,7,14.3,No,Yes
6/7/15,Launceston,12.6,14.2,1,NA,NA,NNW,63,NNW,24,87,NA,8,13.3,No,Yes
6/7/15,AliceSprings,1.3,21.9,0,4.2,9,ESE,26,NA,0,51,1025.7,5,8,No,No
6/7/15,Darwin,22.6,32.7,0,8,10.9,E,46,ESE,20,50,1015,0,25.2,No,No
6/7/15,Katherine,12.3,31,0,5.6,NA,SE,39,SE,11,62,1016.8,0,23.4,No,No
6/7/15,Uluru,7.1,22.4,0,NA,NA,SE,24,SSE,11,54,1025.4,NA,11.6,No,No
6/8/15,Albury,1,16.7,0.2,NA,NA,N,44,NA,0,100,1024.7,8,4.3,No,No
6/8/15,BadgerysCreek,5.8,21.9,0,NA,NA,NW,37,NA,0,100,1025.2,NA,10.1,No,No
6/8/15,Cobar,8.6,21.4,0,2.2,NA,NW,30,N,9,69,1026.1,6,12.9,No,No
6/8/15,CoffsHarbour,10.8,22.2,0.2,NA,NA,NNW,28,NNW,17,65,1027,NA,17.3,No,No
6/8/15,Moree,6.4,23,0,3,9.6,E,30,ENE,19,69,1028.1,3,14.4,No,No
6/8/15,Newcastle,NA,21.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No
6/8/15,NorahHead,13.1,22,0,NA,NA,WNW,33,NW,9,85,1025.2,NA,14.1,No,No
6/8/15,NorfolkIsland,15.2,19.4,1.8,5,5.8,ESE,52,ESE,24,58,1026.6,2,17.4,Yes,No
6/8/15,Penrith,6.4,22.6,0,NA,NA,NW,41,SSE,6,93,NA,NA,10.6,No,No
6/8/15,Richmond,6.3,23,0,NA,NA,WNW,39,S,6,90,1025.3,NA,11.3,No,No
6/8/15,Sydney,10.8,22.9,0,2.8,8.1,WNW,52,WNW,15,67,1024.5,5,14.8,No,No
6/8/15,SydneyAirport,11.1,23.6,0,2.8,8.1,WNW,65,NW,24,74,1024.3,5,12.6,No,No
6/8/15,WaggaWagga,0.2,17.8,0,1.2,8.7,WNW,37,E,9,84,1025,1,7.1,No,No
6/8/15,Williamtown,6.6,22.1,0,1.8,7.7,WNW,52,NNW,9,85,1026.1,7,12.3,No,No
6/8/15,Wollongong,11.8,21.9,0,NA,NA,WNW,100,NNW,19,54,1021.3,7,16.9,No,No
6/8/15,Canberra,0.1,15.4,0,NA,NA,NW,54,NW,26,74,1024.7,NA,10.4,No,No
6/8/15,Tuggeranong,-0.2,14.9,0,NA,NA,NW,52,WNW,17,58,1023.9,NA,12,No,No
6/8/15,MountGinini,0.3,4.1,0,NA,NA,W,70,W,26,98,NA,NA,0.8,No,No
6/8/15,Ballarat,6.3,13.5,0,NA,NA,NW,61,N,35,98,1017.9,7,8.4,No,Yes
6/8/15,Bendigo,5.1,16.8,0,NA,NA,NW,46,N,11,83,1020.5,8,8.3,No,No
6/8/15,Sale,7.1,19.3,0,NA,NA,NW,61,NW,24,60,1015.3,NA,14.4,No,No
6/8/15,MelbourneAirport,9.2,17.3,0,3,6.8,N,91,NNE,26,75,1017.3,7,10.5,No,Yes
6/8/15,Melbourne,NA,NA,NA,3,6.8,N,91,NNE,26,NA,NA,NA,NA,NA,NA
6/8/15,Mildura,5.9,21.1,0,1.8,9.6,WNW,30,NNW,11,76,1022.8,1,9.5,No,No
6/8/15,Nhil,6.7,17.5,0,NA,NA,WNW,54,NW,19,98,1019.5,NA,9.7,No,No
6/8/15,Portland,12.4,16.2,1.2,2.6,5.2,WNW,83,NW,35,82,1014,8,13.3,Yes,Yes
6/8/15,Watsonia,11.1,17.7,0,3,6.8,N,57,NNW,22,69,1017.6,7,12,No,Yes
6/8/15,Dartmoor,11.9,16.9,0.8,2.6,5.2,NW,57,NNW,15,NA,1015.4,NA,12.2,No,Yes
6/8/15,Brisbane,11.8,24.5,0.2,3.8,9.1,ENE,15,SW,6,71,1028,1,17.1,No,No
6/8/15,Cairns,20.4,27.4,1.2,5.4,5.8,SE,48,SSE,17,74,1018.1,7,23,Yes,Yes
6/8/15,GoldCoast,13.5,23.2,0,NA,NA,SW,19,SSW,11,72,1027.7,NA,18.7,No,No
6/8/15,Townsville,17.1,25.7,0,6.8,3.5,ESE,52,SSE,19,70,1020.1,7,22.1,No,Yes
6/8/15,Adelaide,10.7,17.8,0,NA,NA,NW,28,NE,7,82,1022.3,NA,11.1,No,Yes
6/8/15,MountGambier,12,17,0.6,2.6,5.2,W,67,NNW,17,82,1015.5,7,13.6,No,Yes
6/8/15,Nuriootpa,5.7,16.8,0,1,6.4,W,57,NW,20,62,1022.3,4,12.4,No,Yes
6/8/15,Woomera,6.2,21.7,0,4,9.7,W,26,WNW,9,64,1024.9,0,12.2,No,No
6/8/15,Albany,13.9,17,0,3.8,0.1,NA,NA,W,9,84,1027.1,6,14.9,No,Yes
6/8/15,Witchcliffe,13,17.3,0,NA,NA,S,24,SSE,9,77,1027.7,NA,14.9,No,No
6/8/15,PearceRAAF,4.8,21,0,NA,7,E,37,NA,0,94,1027.4,3,12.9,No,No
6/8/15,PerthAirport,6.2,21,0,0.8,7,ENE,37,NE,11,81,1027.5,1,14.3,No,No
6/8/15,Perth,7,20.8,0,0.8,7,SSE,24,NE,9,86,1027.5,1,13.4,No,No
6/8/15,SalmonGums,5.4,19.8,0,NA,NA,SSW,28,WNW,7,74,NA,NA,12.5,No,No
6/8/15,Walpole,13.3,16.4,0,NA,NA,WSW,31,W,7,82,1027,NA,14.5,No,No
6/8/15,Hobart,10.5,16.8,1.8,2.8,5.2,NNW,106,NNW,26,55,999.7,7,12.1,Yes,Yes
6/8/15,Launceston,11,14.7,15,NA,NA,NW,80,NNW,22,80,NA,8,12.8,Yes,Yes
6/8/15,AliceSprings,0.3,21.2,0,4,NA,ESE,26,WSW,2,43,1024.5,2,9.9,No,No
6/8/15,Darwin,22.5,32.3,0,7,10.9,E,41,E,20,65,1013.9,1,25.6,No,No
6/8/15,Katherine,14.2,31.1,0,5.4,NA,SE,41,SE,11,73,1015.6,0,22.9,No,No
6/8/15,Uluru,3.7,22.5,0,NA,NA,SE,24,S,9,53,1024.8,NA,11,No,No
6/9/15,Albury,4.3,15,0,NA,NA,W,37,WNW,19,83,1021.1,8,12.2,No,No
6/9/15,BadgerysCreek,9.7,21.5,0,NA,NA,NNE,26,NW,9,49,1020.5,NA,17.4,No,No
6/9/15,Cobar,7.5,18.8,0,2.6,NA,SSW,22,W,7,62,1025.2,1,12.8,No,No
6/9/15,CoffsHarbour,10.5,22.1,0,NA,NA,NW,31,NNW,7,59,1024.1,NA,16.4,No,No
6/9/15,Moree,7.9,23.6,0,3,4.5,NNE,26,NNE,15,76,1026.2,7,14.7,No,No
6/9/15,Newcastle,9.2,22.7,0,NA,NA,NA,NA,NW,4,74,NA,6,13.8,No,No
6/9/15,NorahHead,13.8,22.9,0,NA,NA,S,39,NNW,11,64,1021.2,NA,18.6,No,Yes
6/9/15,NorfolkIsland,16.2,20.1,0,4.8,7.4,E,37,E,19,50,1027.7,7,18.2,No,No
6/9/15,Penrith,7.9,23.1,0,NA,NA,NW,31,NW,11,59,NA,NA,15.9,No,No
6/9/15,Richmond,5.8,22.7,0,NA,NA,W,33,NNE,11,58,1020.9,NA,17.5,No,No
6/9/15,Sydney,13.6,22.6,0,4,6.5,NNW,30,WNW,13,57,1020.7,6,17.1,No,Yes
6/9/15,SydneyAirport,12,23.3,0,4,6.5,NW,35,WSW,11,66,1020.6,6,15.8,No,Yes
6/9/15,WaggaWagga,4.6,14.3,0,1.8,2.2,SW,26,NNW,7,78,1022.8,7,8.5,No,No
6/9/15,Williamtown,5.5,23,0,2.6,7.8,WNW,63,NW,24,72,1021.9,6,14.1,No,Yes
6/9/15,Wollongong,14.5,22.2,0,NA,NA,NNW,39,WNW,11,46,1019.6,NA,17.3,No,No
6/9/15,Canberra,7.8,15.1,0,NA,NA,NW,46,NW,31,67,1021.2,1,11.2,No,No
6/9/15,Tuggeranong,9.1,15,0,NA,NA,WNW,50,NNW,17,70,1020.8,NA,10.1,No,No
6/9/15,MountGinini,0.6,3,0,NA,NA,WSW,81,W,30,98,NA,NA,1.9,No,No
6/9/15,Ballarat,4.5,10.4,2.2,NA,NA,WNW,48,WSW,13,99,1022.4,8,6,Yes,No
6/9/15,Bendigo,8.2,13,0.8,NA,NA,NW,43,SW,13,78,1022.5,NA,9.8,No,No
6/9/15,Sale,9.3,13.5,0.8,NA,NA,W,63,W,19,79,1019.5,7,10.4,No,No
6/9/15,MelbourneAirport,7.2,13.5,2.8,5,5.8,WSW,46,W,17,76,1021.8,7,9.2,Yes,No
6/9/15,Melbourne,NA,NA,NA,5,5.8,WSW,46,W,17,NA,NA,NA,NA,NA,NA
6/9/15,Mildura,8.8,15.5,0,3.3,3.8,SSW,33,SSW,15,90,1025.3,8,10.8,No,No
6/9/15,Nhil,8.7,13.5,0.8,NA,NA,SW,57,W,13,100,1024.5,NA,9.2,No,No
6/9/15,Portland,9.7,12.3,3,1.2,6.6,WSW,52,SW,22,63,1023.1,5,10.6,Yes,No
6/9/15,Watsonia,8.9,13.9,4.6,5,5.8,NNW,46,W,13,87,1021.5,7,9.7,Yes,No
6/9/15,Dartmoor,6.6,13,3.6,1.2,6.6,SW,43,WNW,9,NA,1023.6,NA,8.4,Yes,Yes
6/9/15,Brisbane,11.7,24.2,0,3.4,3.5,SW,17,SW,7,74,1025.7,7,16.6,No,No
6/9/15,Cairns,20.1,28.1,3,4.2,5.2,SE,48,S,19,82,1017,8,23,Yes,Yes
6/9/15,GoldCoast,14.6,24.7,0,NA,NA,NW,24,WSW,15,65,1025.4,NA,18.7,No,No
6/9/15,Townsville,17.8,26.3,8.2,5,3.2,E,37,SSW,15,95,1019.9,8,19.9,Yes,Yes
6/9/15,Adelaide,11,15.9,2.8,4.2,NA,SSW,30,SW,9,70,1027.1,NA,12.5,Yes,No
6/9/15,MountGambier,8,12.7,4.6,1.2,6.6,SW,46,WSW,11,71,1024.5,6,9.9,Yes,No
6/9/15,Nuriootpa,10.3,13.2,1.4,3.2,1.5,W,52,SSW,9,81,1026.9,7,10.6,Yes,No
6/9/15,Woomera,9.3,17.8,0,3.6,NA,SSE,39,S,11,90,1025.7,5,10.5,No,No
6/9/15,Albany,13.1,20.5,1.6,1.2,7.7,NA,NA,NE,6,82,1031.2,2,14.6,Yes,No
6/9/15,Witchcliffe,8.3,19.2,0,NA,NA,NA,NA,E,11,76,1029,NA,12.3,No,NA
6/9/15,PearceRAAF,12.9,23.2,0,NA,8.9,ENE,50,ENE,30,63,1026.7,1,15.2,No,No
6/9/15,PerthAirport,11.4,22.9,0,3,8.9,ENE,48,ENE,35,68,1027.7,1,13.3,No,No
6/9/15,Perth,9.7,22.9,0,3,8.9,ENE,30,ENE,15,68,1027.5,1,14.6,No,No
6/9/15,SalmonGums,7.2,18.6,0.6,NA,NA,E,30,ENE,7,70,NA,NA,13.7,No,No
6/9/15,Walpole,10.9,19.4,0,NA,NA,NNE,33,E,7,75,1030.2,NA,13.5,No,No
6/9/15,Hobart,6,9.4,14.6,6.2,4.8,WNW,74,WNW,37,43,1006.6,6,9.2,Yes,Yes
6/9/15,Launceston,4.9,11.4,3.4,NA,NA,W,44,NNW,7,72,NA,NA,7.8,Yes,No
6/9/15,AliceSprings,2.2,21,0,NA,NA,SSE,33,W,7,43,1026.2,NA,10.6,No,No
6/9/15,Darwin,21,31.7,0,6.6,10.7,ESE,39,E,26,65,1014.4,6,25.4,No,No
6/9/15,Katherine,14.6,31.1,0,6,NA,ENE,39,ESE,9,84,1016.2,3,21,No,No
6/9/15,Uluru,7.7,22.9,0,NA,NA,SE,43,ESE,15,47,1026.8,NA,12.5,No,No
6/10/15,Albury,-1,13.4,0,NA,NA,SE,22,NA,0,85,1033.4,NA,4.7,No,No
6/10/15,BadgerysCreek,6.3,14.9,0,NA,NA,SW,20,SW,9,80,1031.4,NA,10.3,No,No
6/10/15,Cobar,7.2,14.8,0,2.2,NA,SE,30,S,11,71,1030.5,1,9.8,No,No
6/10/15,CoffsHarbour,7.5,21.3,0,NA,NA,SW,39,SW,17,65,1028.2,NA,18.2,No,Yes
6/10/15,Moree,6.4,22.7,0,1.8,9.9,ESE,33,E,17,67,1027.4,1,14.7,No,No
6/10/15,Newcastle,12,18.5,0,NA,NA,NA,NA,SE,9,80,NA,6,16.5,No,Yes
6/10/15,NorahHead,12.7,16.8,6.2,NA,NA,SSE,50,SSE,11,96,1030.2,NA,14.4,Yes,Yes
6/10/15,NorfolkIsland,14.5,19.9,0,3.4,0.2,E,24,ESE,9,65,1026.6,7,18.3,No,No
6/10/15,Penrith,6.9,15.1,0,NA,NA,S,17,S,6,83,NA,NA,10.9,No,No
6/10/15,Richmond,6.3,14.2,0,NA,NA,SSW,22,SW,6,87,1031.5,8,10.3,No,Yes
6/10/15,Sydney,12.8,14.6,2,3,0,SSE,31,W,11,94,1031.1,7,12.9,Yes,Yes
6/10/15,SydneyAirport,12.5,15.2,1.2,3,0,SW,48,SW,17,93,1031,7,12.6,Yes,Yes
6/10/15,WaggaWagga,-2.6,13.9,0,0.8,8.6,E,17,ENE,6,77,1032.2,0,4.5,No,No
6/10/15,Williamtown,9.2,17.5,2,4.2,0.2,S,35,NW,11,89,1030,7,11.8,Yes,Yes
6/10/15,Wollongong,11.6,15.1,0,NA,NA,SSW,46,SW,17,67,1031.6,8,13.5,No,No
6/10/15,Canberra,-3.3,14.4,0,NA,NA,S,30,SE,9,72,1032.8,NA,6,No,No
6/10/15,Tuggeranong,-0.6,12.8,0,NA,NA,S,39,SSE,19,60,1032.5,NA,6.8,No,No
6/10/15,MountGinini,-3.3,6.1,0.4,NA,NA,E,24,E,15,68,NA,NA,0.8,No,No
6/10/15,Ballarat,0.6,9.4,0.2,NA,NA,SSE,43,S,15,99,1035.2,5,4.4,No,No
6/10/15,Bendigo,-0.6,12.9,0,NA,NA,S,37,S,13,78,1034.3,7,7.9,No,No
6/10/15,Sale,4.2,12,0.2,NA,NA,WNW,26,WNW,13,90,1034.4,NA,7.6,No,No
6/10/15,MelbourneAirport,5.1,12.5,0,1.8,2.9,SSW,31,WSW,11,87,1035.3,6,7.2,No,No
6/10/15,Melbourne,NA,NA,NA,1.8,2.9,SSW,31,WSW,11,NA,NA,NA,NA,NA,NA
6/10/15,Mildura,2.7,14.1,0,0.2,4.9,SE,35,S,11,88,1035.2,0,5.2,No,No
6/10/15,Nhil,0.1,12.6,0,NA,NA,S,35,S,6,100,1036.3,NA,4.7,No,No
6/10/15,Portland,8.5,12,0,1.2,0,S,28,S,9,71,1036.4,8,10.3,No,No
6/10/15,Watsonia,5.9,12.5,0.6,1.8,2.9,S,30,NA,0,100,1034.8,6,7.6,No,No
6/10/15,Dartmoor,5.3,12,1.4,1.2,0,S,20,NA,0,NA,1036.4,NA,7,Yes,No
6/10/15,Brisbane,12.7,24.2,0,1,6.1,SE,26,SW,7,76,1026.1,5,17.2,No,No
6/10/15,Cairns,20.4,26.3,5.4,4.8,3.8,SE,56,SSE,22,93,1017.1,8,21.7,Yes,Yes
6/10/15,GoldCoast,14.2,23.8,0,NA,NA,SSE,44,WSW,7,72,1025.9,NA,18.4,No,No
6/10/15,Townsville,18.4,27.9,2.6,1.6,2.8,ESE,48,SSW,9,65,1019.2,7,22.5,Yes,No
6/10/15,Adelaide,8.7,13.9,0,1.6,NA,E,30,NA,0,68,1036.7,NA,10.5,No,No
6/10/15,MountGambier,6.3,11.8,0.8,1.2,0,SSE,24,NA,0,86,1036.7,7,8.6,No,No
6/10/15,Nuriootpa,6.1,10.9,0,1.2,5.7,ESE,35,ESE,9,69,1036,7,8.3,No,No
6/10/15,Woomera,9.3,15.2,0,3.2,NA,ESE,39,SE,24,56,1032.8,7,10.4,No,No
6/10/15,Albany,9.5,20.6,0,2.2,8.9,NA,NA,NNE,11,76,1027.4,0,12,No,No
6/10/15,Witchcliffe,10.5,20,NA,NA,NA,NNE,37,NNE,15,68,1024.4,NA,15,NA,No
6/10/15,PearceRAAF,12.7,24.8,0,NA,9.2,ENE,37,NNE,11,65,1024.9,0,15.7,No,No
6/10/15,PerthAirport,12.4,24.3,0,3.2,9.2,ENE,37,ENE,24,61,1025.2,0,15.6,No,No
6/10/15,Perth,12.9,23.8,0,3.2,9.2,ENE,31,ENE,9,64,1024.9,0,16.3,No,No
6/10/15,SalmonGums,3,17.5,0,NA,NA,NE,35,NE,20,79,NA,NA,12.4,No,No
6/10/15,Walpole,12.5,20.3,0,NA,NA,NE,33,NNW,9,73,1025.3,NA,14.7,No,No
6/10/15,Hobart,5.7,12.3,1.6,2.2,6.5,SW,50,N,7,55,1027.8,4,8.6,Yes,No
6/10/15,Launceston,-1.3,12.6,0,NA,NA,N,17,NA,0,95,NA,NA,1,No,No
6/10/15,AliceSprings,6.1,16.5,0,NA,NA,SE,35,SE,11,72,1027.8,1,10.8,No,No
6/10/15,Darwin,20.6,30.9,0,6.6,10.1,E,48,ESE,17,54,1014.2,5,24.9,No,No
6/10/15,Katherine,15,31.5,0,6.4,NA,E,44,ESE,13,60,1015.7,5,23.3,No,No
6/10/15,Uluru,10.9,18.3,0,NA,NA,ESE,44,ESE,22,73,1027.9,3,12.8,No,No
6/11/15,Albury,0.7,15.2,0,NA,NA,ESE,41,NA,0,75,1037.8,NA,6.5,No,No
6/11/15,BadgerysCreek,10,17.8,0,NA,NA,SW,15,WSW,9,78,1037,NA,13,No,No
6/11/15,Cobar,5.4,20.6,0,2.6,NA,ENE,31,ENE,17,74,1031.9,1,12.4,No,No
6/11/15,CoffsHarbour,14,18.8,14.4,NA,NA,WSW,43,SW,20,82,1034.3,8,15.3,Yes,Yes
6/11/15,Moree,8.9,23.3,0,3.4,NA,NA,NA,E,15,59,1031.6,1,16.6,No,No
6/11/15,Newcastle,13.2,17.2,4.2,NA,NA,NA,NA,NA,0,89,NA,6,13.4,Yes,Yes
6/11/15,NorahHead,12.2,17.6,7.8,NA,NA,S,30,W,13,88,1036.3,NA,13.1,Yes,Yes
6/11/15,NorfolkIsland,15.2,20.2,0,1.8,4,ESE,33,SE,15,73,1026.2,7,18,No,No
6/11/15,Penrith,10.8,18.3,0.2,NA,NA,NNE,13,NA,0,70,NA,NA,13.4,No,No
6/11/15,Richmond,10,16.9,1.4,NA,NA,N,46,W,4,86,1037.1,8,12.7,Yes,No
6/11/15,Sydney,11.7,16.1,6.6,0.6,0.2,W,24,W,9,83,1036.8,7,13.3,Yes,No
6/11/15,SydneyAirport,12.5,17,1.6,0.6,0.2,S,37,SW,19,70,1036.8,7,14.5,Yes,No
6/11/15,WaggaWagga,1.6,16.5,0,0.8,9,E,30,E,15,71,1036.6,0,6.7,No,No
6/11/15,Williamtown,11.8,17.3,6.4,1.4,NA,SE,30,NW,9,96,1036.5,7,13.5,Yes,NA
6/11/15,Wollongong,12.3,17,0,NA,NA,SSE,24,SSW,15,62,1037.2,3,14.9,No,No
6/11/15,Canberra,-3.1,14.9,0,NA,NA,SE,17,SE,7,79,1039,NA,3.2,No,No
6/11/15,Tuggeranong,-3.5,14.7,0,NA,NA,NW,13,NA,0,82,1038.8,NA,1.9,No,No
6/11/15,MountGinini,-1.9,10.6,0,NA,NA,ENE,22,E,9,29,NA,NA,6,No,No
6/11/15,Ballarat,3.4,13.9,0,NA,NA,SE,46,ESE,17,92,1037.4,NA,6.4,No,No
6/11/15,Bendigo,4,15.5,0,NA,NA,SSE,24,SSE,17,78,1037,NA,7,No,No
6/11/15,Sale,2.1,13.6,0.2,NA,NA,WNW,26,NW,11,90,1038.6,8,5.6,No,No
6/11/15,MelbourneAirport,2.9,13.4,0,1.6,8,ESE,19,N,13,86,1038.2,5,6.8,No,No
6/11/15,Melbourne,NA,NA,NA,1.6,8,ESE,19,N,13,NA,NA,NA,NA,NA,NA
6/11/15,Mildura,0.7,17.2,0,2.2,8.8,SE,24,SSE,11,91,1034.5,0,3.9,No,No
6/11/15,Nhil,0.7,15.2,0,NA,NA,E,31,SSE,9,100,1036.7,NA,3.6,No,No
6/11/15,Portland,9.3,11.2,0,0.8,5,NE,48,NA,0,86,1037.9,8,9.5,No,No
6/11/15,Watsonia,3.7,14.5,0,1.6,8,SE,15,NE,6,99,1038.3,5,5.4,No,No
6/11/15,Dartmoor,7,12.7,0,0.8,5,ESE,26,E,9,NA,1038,NA,9.4,No,No
6/11/15,Brisbane,15.1,21.8,0,7.4,2.9,SE,35,SSE,11,69,1029.6,4,20.9,No,Yes
6/11/15,Cairns,20.7,25.1,13.8,3,1,SE,54,SSE,24,98,1017.2,8,21,Yes,Yes
6/11/15,GoldCoast,18,20.7,0.2,NA,NA,SE,70,SE,44,86,1030,NA,20,No,Yes
6/11/15,Townsville,20.9,28.5,0,8,1.8,ESE,56,SSE,20,58,1020.2,7,24.5,No,No
6/11/15,Adelaide,4.4,14.2,0,1.6,NA,ESE,22,S,4,69,1035.7,NA,9.5,No,No
6/11/15,MountGambier,8,12.6,0,0.8,5,ESE,26,ESE,15,80,1037.8,7,9.1,No,No
6/11/15,Nuriootpa,4.5,11.6,0,1.6,9.1,ESE,37,E,19,77,1034.7,3,7,No,No
6/11/15,Woomera,5.1,15.1,0,NA,NA,SE,28,ESE,17,67,1032.3,NA,6.4,No,No
6/11/15,Albany,10.3,21.8,0,1.6,6,NA,NA,N,4,67,1020.8,2,14,No,No
6/11/15,Witchcliffe,14.1,19.3,0,NA,NA,N,37,N,20,70,1018.4,NA,16,No,Yes
6/11/15,PearceRAAF,14.7,25.4,0,NA,6.3,ENE,31,NE,15,46,1019.9,1,18.7,No,No
6/11/15,PerthAirport,14.4,24.9,0,4,6.3,NE,37,NE,20,45,1019.8,1,18.3,No,No
6/11/15,Perth,11,25.1,0,4,6.3,NE,28,NE,15,54,1019.8,1,17.2,No,No
6/11/15,SalmonGums,3,19.7,0,NA,NA,NNE,33,NNE,15,74,NA,NA,10.5,No,No
6/11/15,Walpole,12.7,20.4,0,NA,NA,NNE,37,N,2,59,1018.7,NA,15.8,No,Yes
6/11/15,Hobart,5.3,14.8,0,1,8.5,NW,57,NW,28,64,1031.1,4,10.3,No,No
6/11/15,Launceston,-1.8,13.1,0,NA,NA,NW,19,E,4,99,NA,NA,0.7,No,No
6/11/15,AliceSprings,6.1,19.9,0,10.6,8.2,ESE,35,S,11,73,1026.8,6,10.3,No,No
6/11/15,Darwin,22.2,32,0,6.4,10,ENE,46,SE,20,54,1014.1,6,27.4,No,No
6/11/15,Katherine,20.4,32,0,5.4,NA,ESE,41,ESE,19,55,1015.3,3,25.6,No,No
6/11/15,Uluru,6.9,20.2,0,NA,NA,E,41,ESE,20,74,1027.1,NA,11.8,No,No
6/12/15,Albury,-0.8,15.2,0.2,NA,NA,SE,13,NA,0,95,1035.6,NA,5.4,No,No
6/12/15,BadgerysCreek,10.3,17.6,0,NA,NA,WNW,19,SW,6,89,1034.9,NA,12.9,No,No
6/12/15,Cobar,9.5,18.8,0,3.8,NA,E,26,E,17,72,1032.2,6,12.2,No,No
6/12/15,CoffsHarbour,12.9,16.9,1.4,NA,NA,WSW,41,WSW,19,80,1033.5,8,14.8,Yes,Yes
